MemberID,PhoneNo,StreetNo,Street,City,State,Zip,ExpiryDate
7847,(123) 123-8490,3933,Elm Street,Denver,CO,80201,07/05/2008 23:18:06
7849,(123) 123-8491,3934,Goshen Road,Tallahassee,FL,32301,07/07/2008 23:18:06
7851,(123) 123-8492,3935,Island Drive,Honolulu,HI,96800-3017,07/09/2008 23:18:06
7853,(123) 123-8493,3936,King Street,Baton Rouge,LA,70800,07/11/2008 23:18:06
7855,(123) 123-8494,3937,Maple Street,Annapolis,MD,21400,7/13/2008 23:18:06
7857,(123) 123-8495,3938,Oak Drive,Carson City,NV,89701,7/15/2008 23:18:06
7859,(123) 123-8496,3939,Queen Ann Drive,Salem,OR,97301,7/17/2008 23:18:06
7861,(123) 123-8497,3940,Stoney Way,Austin,TX,73301,7/19/2008 23:18:06
7863,(123) 123-8498,3941,University Lane,Richmond,VA,23173-1823,7/21/2008 23:18:06
7865,(123) 123-8499,3942,Willow Road,Charleston,WV,25300,7/23/2008 23:18:06
7867,(123) 123-8500,3943,Bowery Estates,Montgomery,AL,36100,7/25/2008 23:18:06
7869,(123) 123-8501,3944,Dogwood Drive,Sacramento,CA,94203,7/27/2008 23:18:06
7871,(123) 123-8502,3945,Fir Street,Washington,DC,20510-0001,7/29/2008 23:18:06
7873,(123) 123-8503,3946,The Highlands,Atlanta,GA,30026,7/31/2008 23:18:06
7875,(123) 123-8504,3947,James Road,Springfield,IL,62700,08/02/2008 23:18:06
7877,(123) 123-8505,3948,Larch Mont Road,Boston,MA,02138-7190,08/04/2008 23:18:06
7879,(123) 123-8506,3949,New Pike Road,Trenton,NJ,8600,08/06/2008 23:18:06
7881,(123) 123-8507,3950,Pine Place,Albany,NY,12200-2837,08/08/2008 23:18:06
7883,(123) 123-8508,3951,Race Track Road,Harrisburg,PA,17100,08/10/2008 23:18:06
7885,(123) 123-8509,3952,Tamarack Road,Salt Lake City,UT,84100,08/12/2008 23:18:06
7887,(123) 123-8510,3953,Valley Road,Olympia,WA,98507,8/14/2008 23:18:06
7889,(123) 123-8511,3954,Apple Lane,Juneau,AK,99801,8/16/2008 23:18:06
7891,(123) 123-8512,3955,Cannery Row,Phoenix,AZ,85011,8/18/2008 23:18:06
7893,(123) 123-8513,3956,Elm Street,Denver,CO,80201,8/20/2008 23:18:06
7895,(123) 123-8514,3957,Goshen Road,Tallahassee,FL,32301,8/22/2008 23:18:06
7897,(123) 123-8515,3958,Island Drive,Honolulu,HI,96800-3017,8/24/2008 23:18:06
7899,(123) 123-8516,3959,King Street,Baton Rouge,LA,70800,8/26/2008 23:18:06
7901,(123) 123-8517,3960,Maple Street,Annapolis,MD,21400,8/28/2008 23:18:06
7903,(123) 123-8518,3961,Oak Drive,Carson City,NV,89701,8/30/2008 23:18:06
7905,(123) 123-8519,3962,Queen Ann Drive,Salem,OR,97301,09/01/2008 23:18:06
7907,(123) 123-8520,3963,Stoney Way,Austin,TX,73301,09/03/2008 23:18:06
7909,(123) 123-8521,3964,University Lane,Richmond,VA,23173-1823,09/05/2008 23:18:06
7911,(123) 123-8522,3965,Willow Road,Charleston,WV,25300,09/07/2008 23:18:06
7913,(123) 123-8523,3966,Bowery Estates,Montgomery,AL,36100,09/09/2008 23:18:06
7915,(123) 123-8524,3967,Dogwood Drive,Sacramento,CA,94203,09/11/2008 23:18:06
7917,(123) 123-8525,3968,Fir Street,Washington,DC,20510-0001,9/13/2008 23:18:06
7919,(123) 123-8526,3969,The Highlands,Atlanta,GA,30026,9/15/2008 23:18:06
7921,(123) 123-8527,3970,James Road,Springfield,IL,62700,9/17/2008 23:18:06
7923,(123) 123-8528,3971,Larch Mont Road,Boston,MA,02138-7190,9/19/2008 23:18:06
7925,(123) 123-8529,3972,New Pike Road,Trenton,NJ,8600,9/21/2008 23:18:06
7927,(123) 123-8530,3973,Pine Place,Albany,NY,12200-2837,9/23/2008 23:18:06
7929,(123) 123-8531,3974,Race Track Road,Harrisburg,PA,17100,9/25/2008 23:18:06
7931,(123) 123-8532,3975,Tamarack Road,Salt Lake City,UT,84100,9/27/2008 23:18:06
7933,(123) 123-8533,3976,Valley Road,Olympia,WA,98507,9/29/2008 23:18:06
7935,(123) 123-8534,3977,Apple Lane,Juneau,AK,99801,10/01/2008 23:18:06
7937,(123) 123-8535,3978,Cannery Row,Phoenix,AZ,85011,10/03/2008 23:18:06
7939,(123) 123-8536,3979,Elm Street,Denver,CO,80201,10/05/2008 23:18:06
7941,(123) 123-8537,3980,Goshen Road,Tallahassee,FL,32301,10/07/2008 23:18:06
7943,(123) 123-8538,3981,Island Drive,Honolulu,HI,96800-3017,10/09/2008 23:18:06
7945,(123) 123-8539,3982,King Street,Baton Rouge,LA,70800,10/11/2008 23:18:06
7947,(123) 123-8540,3983,Maple Street,Annapolis,MD,21400,10/13/2008 23:18:06
7949,(123) 123-8541,3984,Oak Drive,Carson City,NV,89701,10/15/2008 23:18:06
7951,(123) 123-8542,3985,Queen Ann Drive,Salem,OR,97301,10/17/2008 23:18:06
7953,(123) 123-8543,3986,Stoney Way,Austin,TX,73301,10/19/2008 23:18:06
7955,(123) 123-8544,3987,University Lane,Richmond,VA,23173-1823,10/21/2008 23:18:06
7957,(123) 123-8545,3988,Willow Road,Charleston,WV,25300,10/23/2008 23:18:06
7959,(123) 123-8546,3989,Bowery Estates,Montgomery,AL,36100,10/25/2008 23:18:06
7961,(123) 123-8547,3990,Dogwood Drive,Sacramento,CA,94203,10/27/2008 23:18:06
7963,(123) 123-8548,3991,Fir Street,Washington,DC,20510-0001,10/29/2008 23:18:06
7965,(123) 123-8549,3992,The Highlands,Atlanta,GA,30026,10/31/2008 23:18:06
7967,(123) 123-8550,3993,James Road,Springfield,IL,62700,11/02/2008 23:18:06
7969,(123) 123-8551,3994,Larch Mont Road,Boston,MA,02138-7190,11/04/2008 23:18:06
7971,(123) 123-8552,3995,New Pike Road,Trenton,NJ,8600,11/06/2008 23:18:06
7973,(123) 123-8553,3996,Pine Place,Albany,NY,12200-2837,11/08/2008 23:18:06
7975,(123) 123-8554,3997,Race Track Road,Harrisburg,PA,17100,11/10/2008 23:18:06
7977,(123) 123-8555,3998,Tamarack Road,Salt Lake City,UT,84100,11/12/2008 23:18:06
7979,(123) 123-8556,3999,Valley Road,Olympia,WA,98507,11/14/2008 23:18:06
7981,(123) 123-8557,4000,Apple Lane,Juneau,AK,99801,11/16/2008 23:18:06
7983,(123) 123-8558,4001,Cannery Row,Phoenix,AZ,85011,11/18/2008 23:18:06
7985,(123) 123-8559,4002,Elm Street,Denver,CO,80201,11/20/2008 23:18:06
7987,(123) 123-8560,4003,Goshen Road,Tallahassee,FL,32301,11/22/2008 23:18:06
7989,(123) 123-8561,4004,Island Drive,Honolulu,HI,96800-3017,11/24/2008 23:18:06
7991,(123) 123-8562,4005,King Street,Baton Rouge,LA,70800,11/26/2008 23:18:06
7993,(123) 123-8563,4006,Maple Street,Annapolis,MD,21400,11/28/2008 23:18:06
7995,(123) 123-8564,4007,Oak Drive,Carson City,NV,89701,11/30/2008 23:18:06
7997,(123) 123-8565,4008,Queen Ann Drive,Salem,OR,97301,12/02/2008 23:18:06
7999,(123) 123-8566,4009,Stoney Way,Austin,TX,73301,12/04/2008 23:18:06
8001,(123) 123-8567,4010,University Lane,Richmond,VA,23173-1823,12/06/2008 23:18:06
8003,(123) 123-8568,4011,Willow Road,Charleston,WV,25300,12/08/2008 23:18:06
8005,(123) 123-8569,4012,Bowery Estates,Montgomery,AL,36100,12/10/2008 23:18:06
8007,(123) 123-8570,4013,Dogwood Drive,Sacramento,CA,94203,12/12/2008 23:18:06
8009,(123) 123-8571,4014,Fir Street,Washington,DC,20510-0001,12/14/2008 23:18:06
8011,(123) 123-8572,4015,The Highlands,Atlanta,GA,30026,12/16/2008 23:18:06
8013,(123) 123-8573,4016,James Road,Springfield,IL,62700,12/18/2008 23:18:06
8015,(123) 123-8574,4017,Larch Mont Road,Boston,MA,02138-7190,12/20/2008 23:18:06
8017,(123) 123-8575,4018,New Pike Road,Trenton,NJ,8600,12/22/2008 23:18:06
8019,(123) 123-8576,4019,Pine Place,Albany,NY,12200-2837,12/24/2008 23:18:06
8021,(123) 123-8577,4020,Race Track Road,Harrisburg,PA,17100,12/26/2008 23:18:06
8023,(123) 123-8578,4021,Tamarack Road,Salt Lake City,UT,84100,12/28/2008 23:18:06
8025,(123) 123-8579,4022,Valley Road,Olympia,WA,98507,12/30/2008 23:18:06
8027,(123) 123-8580,4023,Apple Lane,Juneau,AK,99801,01/01/2009 23:18:06
8029,(123) 123-8581,4024,Cannery Row,Phoenix,AZ,85011,01/03/2009 23:18:06
8031,(123) 123-8582,4025,Elm Street,Denver,CO,80201,01/06/2008 23:18:06
8033,(123) 123-8583,4026,Goshen Road,Tallahassee,FL,32301,01/08/2008 23:18:06
8035,(123) 123-8584,4027,Island Drive,Honolulu,HI,96800-3017,01/10/2008 23:18:06
8037,(123) 123-8585,4028,King Street,Baton Rouge,LA,70800,01/12/2008 23:18:06
8039,(123) 123-8586,4029,Maple Street,Annapolis,MD,21400,1/14/2008 23:18:06
8041,(123) 123-8587,4030,Oak Drive,Carson City,NV,89701,1/16/2008 23:18:06
8043,(123) 123-8588,4031,Queen Ann Drive,Salem,OR,97301,1/18/2008 23:18:06
8045,(123) 123-8589,4032,Stoney Way,Austin,TX,73301,1/20/2008 23:18:06
8047,(123) 123-8590,4033,University Lane,Richmond,VA,23173-1823,1/22/2008 23:18:06
8049,(123) 123-8591,4034,Willow Road,Charleston,WV,25300,1/24/2008 23:18:06
8051,(123) 123-8592,4035,Bowery Estates,Montgomery,AL,36100,1/26/2008 23:18:06
8053,(123) 123-8593,4036,Dogwood Drive,Sacramento,CA,94203,1/28/2008 23:18:06
8055,(123) 123-8594,4037,Fir Street,Washington,DC,20510-0001,1/30/2008 23:18:06
8057,(123) 123-8595,4038,The Highlands,Atlanta,GA,30026,02/01/2008 23:18:06
8059,(123) 123-8596,4039,James Road,Springfield,IL,62700,02/03/2008 23:18:06
8061,(123) 123-8597,4040,Larch Mont Road,Boston,MA,02138-7190,02/05/2008 23:18:06
8063,(123) 123-8598,4041,New Pike Road,Trenton,NJ,8600,02/07/2008 23:18:06
8065,(123) 123-8599,4042,Pine Place,Albany,NY,12200-2837,02/09/2008 23:18:06
8067,(123) 123-8600,4043,Race Track Road,Harrisburg,PA,17100,02/11/2008 23:18:06
8069,(123) 123-8601,4044,Tamarack Road,Salt Lake City,UT,84100,2/13/2008 23:18:06
8071,(123) 123-8602,4045,Valley Road,Olympia,WA,98507,2/15/2008 23:18:06
8073,(123) 123-8603,4046,Apple Lane,Juneau,AK,99801,2/17/2008 23:18:06
8075,(123) 123-8604,4047,Cannery Row,Phoenix,AZ,85011,2/19/2008 23:18:06
8077,(123) 123-8605,4048,Elm Street,Denver,CO,80201,2/21/2008 23:18:06
8079,(123) 123-8606,4049,Goshen Road,Tallahassee,FL,32301,2/23/2008 23:18:06
8081,(123) 123-8607,4050,Island Drive,Honolulu,HI,96800-3017,2/25/2008 23:18:06
8083,(123) 123-8608,4051,King Street,Baton Rouge,LA,70800,2/27/2008 23:18:06
8085,(123) 123-8609,4052,Maple Street,Annapolis,MD,21400,2/29/2008 23:18:06
8087,(123) 123-8610,4053,Oak Drive,Carson City,NV,89701,03/02/2008 23:18:06
8089,(123) 123-8611,4054,Queen Ann Drive,Salem,OR,97301,03/04/2008 23:18:06
8091,(123) 123-8612,4055,Stoney Way,Austin,TX,73301,03/06/2008 23:18:06
8093,(123) 123-8613,4056,University Lane,Richmond,VA,23173-1823,03/08/2008 23:18:06
8095,(123) 123-8614,4057,Willow Road,Charleston,WV,25300,03/10/2008 23:18:06
8097,(123) 123-8615,4058,Bowery Estates,Montgomery,AL,36100,03/12/2008 23:18:06
8099,(123) 123-8616,4059,Dogwood Drive,Sacramento,CA,94203,3/14/2008 23:18:06
8101,(123) 123-8617,4060,Fir Street,Washington,DC,20510-0001,3/16/2008 23:18:06
8103,(123) 123-8618,4061,The Highlands,Atlanta,GA,30026,3/18/2008 23:18:06
8105,(123) 123-8619,4062,James Road,Springfield,IL,62700,3/20/2008 23:18:06
8107,(123) 123-8620,4063,Larch Mont Road,Boston,MA,02138-7190,3/22/2008 23:18:06
8109,(123) 123-8621,4064,New Pike Road,Trenton,NJ,8600,3/24/2008 23:18:06
8111,(123) 123-8622,4065,Pine Place,Albany,NY,12200-2837,3/26/2008 23:18:06
8113,(123) 123-8623,4066,Race Track Road,Harrisburg,PA,17100,3/28/2008 23:18:06
8115,(123) 123-8624,4067,Tamarack Road,Salt Lake City,UT,84100,3/30/2008 23:18:06
8117,(123) 123-8625,4068,Valley Road,Olympia,WA,98507,04/01/2008 23:18:06
8119,(123) 123-8626,4069,Apple Lane,Juneau,AK,99801,04/03/2008 23:18:06
8121,(123) 123-8627,4070,Cannery Row,Phoenix,AZ,85011,04/05/2008 23:18:06
8123,(123) 123-8628,4071,Elm Street,Denver,CO,80201,04/07/2008 23:18:06
8125,(123) 123-8629,4072,Goshen Road,Tallahassee,FL,32301,04/09/2008 23:18:06
8127,(123) 123-8630,4073,Island Drive,Honolulu,HI,96800-3017,04/11/2008 23:18:06
8129,(123) 123-8631,4074,King Street,Baton Rouge,LA,70800,4/13/2008 23:18:06
8131,(123) 123-8632,4075,Maple Street,Annapolis,MD,21400,4/15/2008 23:18:06
8133,(123) 123-8633,4076,Oak Drive,Carson City,NV,89701,4/17/2008 23:18:06
8135,(123) 123-8634,4077,Queen Ann Drive,Salem,OR,97301,4/19/2008 23:18:06
8137,(123) 123-8635,4078,Stoney Way,Austin,TX,73301,4/21/2008 23:18:06
8139,(123) 123-8636,4079,University Lane,Richmond,VA,23173-1823,4/23/2008 23:18:06
8141,(123) 123-8637,4080,Willow Road,Charleston,WV,25300,4/25/2008 23:18:06
8143,(123) 123-8638,4081,Bowery Estates,Montgomery,AL,36100,4/27/2008 23:18:06
8145,(123) 123-8639,4082,Dogwood Drive,Sacramento,CA,94203,4/29/2008 23:18:06
8147,(123) 123-8640,4083,Fir Street,Washington,DC,20510-0001,05/01/2008 23:18:06
8149,(123) 123-8641,4084,The Highlands,Atlanta,GA,30026,05/03/2008 23:18:06
8151,(123) 123-8642,4085,James Road,Springfield,IL,62700,05/05/2008 23:18:06
8153,(123) 123-8643,4086,Larch Mont Road,Boston,MA,02138-7190,05/07/2008 23:18:06
8155,(123) 123-8644,4087,New Pike Road,Trenton,NJ,8600,05/09/2008 23:18:06
8157,(123) 123-8645,4088,Pine Place,Albany,NY,12200-2837,05/11/2008 23:18:06
8159,(123) 123-8646,4089,Race Track Road,Harrisburg,PA,17100,5/13/2008 23:18:06
8161,(123) 123-8647,4090,Tamarack Road,Salt Lake City,UT,84100,5/15/2008 23:18:06
8163,(123) 123-8648,4091,Valley Road,Olympia,WA,98507,5/17/2008 23:18:06
8165,(123) 123-8649,4092,Apple Lane,Juneau,AK,99801,5/19/2008 23:18:06
8167,(123) 123-8650,4093,Cannery Row,Phoenix,AZ,85011,5/21/2008 23:18:06
8169,(123) 123-8651,4094,Elm Street,Denver,CO,80201,5/23/2008 23:18:06
8171,(123) 123-8652,4095,Goshen Road,Tallahassee,FL,32301,5/25/2008 23:18:06
8173,(123) 123-8653,4096,Island Drive,Honolulu,HI,96800-3017,5/27/2008 23:18:06
8175,(123) 123-8654,4097,King Street,Baton Rouge,LA,70800,5/29/2008 23:18:06
8177,(123) 123-8655,4098,Maple Street,Annapolis,MD,21400,5/31/2008 23:18:06
8179,(123) 123-8656,4099,Oak Drive,Carson City,NV,89701,06/02/2008 23:18:06
8181,(123) 123-8657,4100,Queen Ann Drive,Salem,OR,97301,06/04/2008 23:18:06
8183,(123) 123-8658,4101,Stoney Way,Austin,TX,73301,06/06/2008 23:18:06
8185,(123) 123-8659,4102,University Lane,Richmond,VA,23173-1823,06/08/2008 23:18:06
8187,(123) 123-8660,4103,Willow Road,Charleston,WV,25300,06/10/2008 23:18:06
8189,(123) 123-8661,4104,Bowery Estates,Montgomery,AL,36100,06/12/2008 23:18:06
8191,(123) 123-8662,4105,Dogwood Drive,Sacramento,CA,94203,6/14/2008 23:18:06
8193,(123) 123-8663,4106,Fir Street,Washington,DC,20510-0001,6/16/2008 23:18:06
8195,(123) 123-8664,4107,The Highlands,Atlanta,GA,30026,6/18/2008 23:18:06
8197,(123) 123-8665,4108,James Road,Springfield,IL,62700,6/20/2008 23:18:06
8199,(123) 123-8666,4109,Larch Mont Road,Boston,MA,02138-7190,6/22/2008 23:18:06
8201,(123) 123-8667,4110,New Pike Road,Trenton,NJ,8600,6/24/2008 23:18:06
8203,(123) 123-8668,4111,Pine Place,Albany,NY,12200-2837,6/26/2008 23:18:06
8205,(123) 123-8669,4112,Race Track Road,Harrisburg,PA,17100,6/28/2008 23:18:06
8207,(123) 123-8670,4113,Tamarack Road,Salt Lake City,UT,84100,6/30/2008 23:18:06
8209,(123) 123-8671,4114,Valley Road,Olympia,WA,98507,07/02/2008 23:18:06
8211,(123) 123-8672,4115,Apple Lane,Juneau,AK,99801,07/04/2008 23:18:06
8213,(123) 123-8673,4116,Cannery Row,Phoenix,AZ,85011,07/06/2008 23:18:06
8215,(123) 123-8674,4117,Elm Street,Denver,CO,80201,07/08/2008 23:18:06
8217,(123) 123-8675,4118,Goshen Road,Tallahassee,FL,32301,07/10/2008 23:18:06
8219,(123) 123-8676,4119,Island Drive,Honolulu,HI,96800-3017,07/12/2008 23:18:06
8221,(123) 123-8677,4120,King Street,Baton Rouge,LA,70800,7/14/2008 23:18:06
8223,(123) 123-8678,4121,Maple Street,Annapolis,MD,21400,7/16/2008 23:18:06
8225,(123) 123-8679,4122,Oak Drive,Carson City,NV,89701,7/18/2008 23:18:06
8227,(123) 123-8680,4123,Queen Ann Drive,Salem,OR,97301,7/20/2008 23:18:06
8229,(123) 123-8681,4124,Stoney Way,Austin,TX,73301,7/22/2008 23:18:06
8231,(123) 123-8682,4125,University Lane,Richmond,VA,23173-1823,7/24/2008 23:18:06
8233,(123) 123-8683,4126,Willow Road,Charleston,WV,25300,7/26/2008 23:18:06
8235,(123) 123-8684,4127,Bowery Estates,Montgomery,AL,36100,7/28/2008 23:18:06
8237,(123) 123-8685,4128,Dogwood Drive,Sacramento,CA,94203,7/30/2008 23:18:06
8239,(123) 123-8686,4129,Fir Street,Washington,DC,20510-0001,08/01/2008 23:18:06
8241,(123) 123-8687,4130,The Highlands,Atlanta,GA,30026,08/03/2008 23:18:06
8243,(123) 123-8688,4131,James Road,Springfield,IL,62700,08/05/2008 23:18:06
8245,(123) 123-8689,4132,Larch Mont Road,Boston,MA,02138-7190,08/07/2008 23:18:06
8247,(123) 123-8690,4133,New Pike Road,Trenton,NJ,8600,08/09/2008 23:18:06
8249,(123) 123-8691,4134,Pine Place,Albany,NY,12200-2837,08/11/2008 23:18:06
8251,(123) 123-8692,4135,Race Track Road,Harrisburg,PA,17100,8/13/2008 23:18:06
8253,(123) 123-8693,4136,Tamarack Road,Salt Lake City,UT,84100,8/15/2008 23:18:06
8255,(123) 123-8694,4137,Valley Road,Olympia,WA,98507,8/17/2008 23:18:06
8257,(123) 123-8695,4138,Apple Lane,Juneau,AK,99801,8/19/2008 23:18:06
8259,(123) 123-8696,4139,Cannery Row,Phoenix,AZ,85011,8/21/2008 23:18:06
8261,(123) 123-8697,4140,Elm Street,Denver,CO,80201,8/23/2008 23:18:06
8263,(123) 123-8698,4141,Goshen Road,Tallahassee,FL,32301,8/25/2008 23:18:06
8265,(123) 123-8699,4142,Island Drive,Honolulu,HI,96800-3017,8/27/2008 23:18:06
8267,(123) 123-8700,4143,King Street,Baton Rouge,LA,70800,8/29/2008 23:18:06
8269,(123) 123-8701,4144,Maple Street,Annapolis,MD,21400,8/31/2008 23:18:06
8271,(123) 123-8702,4145,Oak Drive,Carson City,NV,89701,09/02/2008 23:18:06
8273,(123) 123-8703,4146,Queen Ann Drive,Salem,OR,97301,09/04/2008 23:18:06
8275,(123) 123-8704,4147,Stoney Way,Austin,TX,73301,09/06/2008 23:18:06
8277,(123) 123-8705,4148,University Lane,Richmond,VA,23173-1823,09/08/2008 23:18:06
8279,(123) 123-8706,4149,Willow Road,Charleston,WV,25300,09/10/2008 23:18:06
8281,(123) 123-8707,4150,Bowery Estates,Montgomery,AL,36100,09/12/2008 23:18:06
8283,(123) 123-8708,4151,Dogwood Drive,Sacramento,CA,94203,9/14/2008 23:18:06
8285,(123) 123-8709,4152,Fir Street,Washington,DC,20510-0001,9/16/2008 23:18:06
8287,(123) 123-8710,4153,The Highlands,Atlanta,GA,30026,9/18/2008 23:18:06
8289,(123) 123-8711,4154,James Road,Springfield,IL,62700,9/20/2008 23:18:06
8291,(123) 123-8712,4155,Larch Mont Road,Boston,MA,02138-7190,9/22/2008 23:18:06
8293,(123) 123-8713,4156,New Pike Road,Trenton,NJ,8600,9/24/2008 23:18:06
8295,(123) 123-8714,4157,Pine Place,Albany,NY,12200-2837,9/26/2008 23:18:06
8297,(123) 123-8715,4158,Race Track Road,Harrisburg,PA,17100,9/28/2008 23:18:06
8299,(123) 123-8716,4159,Tamarack Road,Salt Lake City,UT,84100,9/30/2008 23:18:06
8301,(123) 123-8717,4160,Valley Road,Olympia,WA,98507,10/02/2008 23:18:06
8303,(123) 123-8718,4161,Apple Lane,Juneau,AK,99801,10/04/2008 23:18:06
8305,(123) 123-8719,4162,Cannery Row,Phoenix,AZ,85011,10/06/2008 23:18:06
8307,(123) 123-8720,4163,Elm Street,Denver,CO,80201,10/08/2008 23:18:06
8309,(123) 123-8721,4164,Goshen Road,Tallahassee,FL,32301,10/10/2008 23:18:06
8311,(123) 123-8722,4165,Island Drive,Honolulu,HI,96800-3017,10/12/2008 23:18:06
8313,(123) 123-8723,4166,King Street,Baton Rouge,LA,70800,10/14/2008 23:18:06
8315,(123) 123-8724,4167,Maple Street,Annapolis,MD,21400,10/16/2008 23:18:06
8317,(123) 123-8725,4168,Oak Drive,Carson City,NV,89701,10/18/2008 23:18:06
8319,(123) 123-8726,4169,Queen Ann Drive,Salem,OR,97301,10/20/2008 23:18:06
8321,(123) 123-8727,4170,Stoney Way,Austin,TX,73301,10/22/2008 23:18:06
8323,(123) 123-8728,4171,University Lane,Richmond,VA,23173-1823,10/24/2008 23:18:06
8325,(123) 123-8729,4172,Willow Road,Charleston,WV,25300,10/26/2008 23:18:06
8327,(123) 123-8730,4173,Bowery Estates,Montgomery,AL,36100,10/28/2008 23:18:06
8329,(123) 123-8731,4174,Dogwood Drive,Sacramento,CA,94203,10/30/2008 23:18:06
8331,(123) 123-8732,4175,Fir Street,Washington,DC,20510-0001,11/01/2008 23:18:06
8333,(123) 123-8733,4176,The Highlands,Atlanta,GA,30026,11/03/2008 23:18:06
8335,(123) 123-8734,4177,James Road,Springfield,IL,62700,11/05/2008 23:18:06
8337,(123) 123-8735,4178,Larch Mont Road,Boston,MA,02138-7190,11/07/2008 23:18:06
8339,(123) 123-8736,4179,New Pike Road,Trenton,NJ,8600,11/09/2008 23:18:06
8341,(123) 123-8737,4180,Pine Place,Albany,NY,12200-2837,11/11/2008 23:18:06
8343,(123) 123-8738,4181,Race Track Road,Harrisburg,PA,17100,11/13/2008 23:18:06
8345,(123) 123-8739,4182,Tamarack Road,Salt Lake City,UT,84100,11/15/2008 23:18:06
8347,(123) 123-8740,4183,Valley Road,Olympia,WA,98507,11/17/2008 23:18:06
8349,(123) 123-8741,4184,Apple Lane,Juneau,AK,99801,11/19/2008 23:18:06
8351,(123) 123-8742,4185,Cannery Row,Phoenix,AZ,85011,11/21/2008 23:18:06
8353,(123) 123-8743,4186,Elm Street,Denver,CO,80201,11/23/2008 23:18:06
8355,(123) 123-8744,4187,Goshen Road,Tallahassee,FL,32301,11/25/2008 23:18:06
8357,(123) 123-8745,4188,Island Drive,Honolulu,HI,96800-3017,11/27/2008 23:18:06
8359,(123) 123-8746,4189,King Street,Baton Rouge,LA,70800,11/29/2008 23:18:06
8361,(123) 123-8747,4190,Maple Street,Annapolis,MD,21400,12/01/2008 23:18:06
8363,(123) 123-8748,4191,Oak Drive,Carson City,NV,89701,12/03/2008 23:18:06
8365,(123) 123-8749,4192,Queen Ann Drive,Salem,OR,97301,12/05/2008 23:18:06
8367,(123) 123-8750,4193,Stoney Way,Austin,TX,73301,12/07/2008 23:18:06
8369,(123) 123-8751,4194,University Lane,Richmond,VA,23173-1823,12/09/2008 23:18:06
8371,(123) 123-8752,4195,Willow Road,Charleston,WV,25300,12/11/2008 23:18:06
8373,(123) 123-8753,4196,Bowery Estates,Montgomery,AL,36100,12/13/2008 23:18:06
8375,(123) 123-8754,4197,Dogwood Drive,Sacramento,CA,94203,12/15/2008 23:18:06
8377,(123) 123-8755,4198,Fir Street,Washington,DC,20510-0001,12/17/2008 23:18:06
8379,(123) 123-8756,4199,The Highlands,Atlanta,GA,30026,12/19/2008 23:18:06
8381,(123) 123-8757,4200,James Road,Springfield,IL,62700,12/21/2008 23:18:06
8383,(123) 123-8758,4201,Larch Mont Road,Boston,MA,02138-7190,12/23/2008 23:18:06
8385,(123) 123-8759,4202,New Pike Road,Trenton,NJ,8600,12/25/2008 23:18:06
8387,(123) 123-8760,4203,Pine Place,Albany,NY,12200-2837,12/27/2008 23:18:06
8389,(123) 123-8761,4204,Race Track Road,Harrisburg,PA,17100,12/29/2008 23:18:06
8391,(123) 123-8762,4205,Tamarack Road,Salt Lake City,UT,84100,12/31/2008 23:18:06
8393,(123) 123-8763,4206,Valley Road,Olympia,WA,98507,01/02/2009 23:18:06
8395,(123) 123-8764,4207,Apple Lane,Juneau,AK,99801,01/05/2008 23:18:06
8397,(123) 123-8765,4208,Cannery Row,Phoenix,AZ,85011,01/07/2008 23:18:06
8399,(123) 123-8766,4209,Elm Street,Denver,CO,80201,01/09/2008 23:18:06
8401,(123) 123-8767,4210,Goshen Road,Tallahassee,FL,32301,01/11/2008 23:18:06
8403,(123) 123-8768,4211,Island Drive,Honolulu,HI,96800-3017,1/13/2008 23:18:06
8405,(123) 123-8769,4212,King Street,Baton Rouge,LA,70800,1/15/2008 23:18:06
8407,(123) 123-8770,4213,Maple Street,Annapolis,MD,21400,1/17/2008 23:18:06
8409,(123) 123-8771,4214,Oak Drive,Carson City,NV,89701,1/19/2008 23:18:06
8411,(123) 123-8772,4215,Queen Ann Drive,Salem,OR,97301,1/21/2008 23:18:06
8413,(123) 123-8773,4216,Stoney Way,Austin,TX,73301,1/23/2008 23:18:06
8415,(123) 123-8774,4217,University Lane,Richmond,VA,23173-1823,1/25/2008 23:18:06
8417,(123) 123-8775,4218,Willow Road,Charleston,WV,25300,1/27/2008 23:18:06
8419,(123) 123-8776,4219,Bowery Estates,Montgomery,AL,36100,1/29/2008 23:18:06
8421,(123) 123-8777,4220,Dogwood Drive,Sacramento,CA,94203,1/31/2008 23:18:06
8423,(123) 123-8778,4221,Fir Street,Washington,DC,20510-0001,02/02/2008 23:18:06
8425,(123) 123-8779,4222,The Highlands,Atlanta,GA,30026,02/04/2008 23:18:06
8427,(123) 123-8780,4223,James Road,Springfield,IL,62700,02/06/2008 23:18:06
8429,(123) 123-8781,4224,Larch Mont Road,Boston,MA,02138-7190,02/08/2008 23:18:06
8431,(123) 123-8782,4225,New Pike Road,Trenton,NJ,8600,02/10/2008 23:18:06
8433,(123) 123-8783,4226,Pine Place,Albany,NY,12200-2837,02/12/2008 23:18:06
8435,(123) 123-8784,4227,Race Track Road,Harrisburg,PA,17100,2/14/2008 23:18:06
8437,(123) 123-8785,4228,Tamarack Road,Salt Lake City,UT,84100,2/16/2008 23:18:06
8439,(123) 123-8786,4229,Valley Road,Olympia,WA,98507,2/18/2008 23:18:06
